날짜,시가,고가,저가,종가,거래량,등락률
2021-03-02,25850,26625,25850,25947,2880,0.37524177949709864
2021-03-03,26140,26770,25947,25996,1584,0.18884649477781631
2021-03-04,26528,26528,25463,26044,1596,0.18464379135251577
2021-03-05,25269,25753,24930,25608,2762,-1.6740900015358624
2021-03-08,25366,25608,24591,24979,1821,-2.456263667603874
2021-03-09,24688,24688,23042,24108,6887,-3.4869290203771173
2021-03-10,24301,24688,23623,24108,860,0.0
2021-03-11,24543,24543,23672,24253,963,0.6014600962336154
2021-03-12,24495,24543,24301,24447,2234,0.7999010431699172
2021-03-15,24543,24785,24301,24640,2481,0.7894629197856587
2021-03-16,24737,27932,24737,25754,37038,4.521103896103896
2021-03-17,25608,26092,24204,25560,6535,-0.7532810437213637
2021-03-18,26140,26140,25269,25657,1122,0.3794992175273865
2021-03-19,25656,25656,24495,25270,1628,-1.5083602915383716
2021-03-22,25366,25560,24446,25028,2814,-0.9576573011476059
2021-03-23,25172,25172,24349,24398,2262,-2.5171807575515426
2021-03-24,24640,24930,22219,23430,16239,-3.967538322813345
2021-03-25,23430,23720,23236,23575,2093,0.6188647033717456
2021-03-26,23429,23768,23284,23333,2085,-1.026511134676564
2021-03-29,22994,23478,22655,22704,3062,-2.695752796468521
2021-03-30,22849,23720,22655,23140,2791,1.9203664552501762
2021-03-31,23187,23575,23042,23188,2420,0.20743301642178047
