날짜,시가,고가,저가,종가,거래량,등락률
2017-05-02,5620,5660,5620,5640,149,0.53475935828877
2017-05-04,5660,5660,5520,5570,2697,-1.2411347517730498
2017-05-08,5530,5580,5490,5540,1938,-0.5385996409335727
2017-05-10,5530,5530,5430,5430,3372,-1.9855595667870036
2017-05-11,5410,5520,5410,5480,831,0.9208103130755065
2017-05-12,5430,5490,5410,5470,1651,-0.18248175182481752
2017-05-15,5420,5500,5420,5500,480,0.5484460694698354
2017-05-16,5490,5530,5420,5480,2184,-0.36363636363636365
2017-05-17,5430,5480,5420,5470,1305,-0.18248175182481752
2017-05-18,5410,5460,5390,5450,1897,-0.3656307129798903
2017-05-19,5450,5490,5420,5480,524,0.5504587155963303
2017-05-22,5480,5480,5380,5480,2583,0.0
2017-05-23,5480,5490,5440,5470,311,-0.18248175182481752
2017-05-24,5490,5720,5490,5660,6274,3.473491773308958
2017-05-25,5690,6890,5580,6700,333638,18.374558303886925
2017-05-26,7900,8000,6190,6300,259438,-5.970149253731343
2017-05-29,6360,7350,6010,6800,287659,7.936507936507936
2017-05-30,6870,7350,6750,6900,102534,1.4705882352941175
2017-05-31,6710,6890,6500,6740,60613,-2.318840579710145
