날짜,시가,고가,저가,종가,거래량,등락률
2019-12-02,8029,8455,7671,7904,29625,-1.6793133474312727
2019-12-03,8010,10254,7787,10254,408850,29.731781376518217
2019-12-04,10786,11608,8803,8832,723115,-13.867758923346987
2019-12-05,8561,8706,7864,7933,115936,-10.178894927536232
2019-12-06,8010,10254,7855,8445,682370,6.45405269128955
2019-12-09,9093,9257,8290,8407,113689,-0.4499703966844287
2019-12-10,8445,10883,8445,9132,906068,8.623765909361246
2019-12-11,9335,11221,9054,10545,1104170,15.473061760840997
2019-12-12,10496,10738,9964,10013,212820,-5.045045045045045
2019-12-13,10641,11657,10205,11657,767760,16.418655747528213
2019-12-16,12817,14946,12237,14704,2138358,26.138800720597068
2019-12-17,13736,16300,13204,13350,1823761,-9.208378672470076
2019-12-18,13156,14317,12479,12479,542862,-6.52434456928839
2019-12-19,12817,13882,12430,13060,548535,4.655821780591394
2019-12-20,12769,13156,11898,12044,206445,-7.779479326186831
2019-12-23,11802,11947,10931,11077,160103,-8.028894055131186
2019-12-24,10931,12963,10883,11754,966829,6.111763112756162
2019-12-26,11560,12527,10931,11560,705928,-1.6505019567806705
2019-12-27,11898,12576,11753,11754,394788,1.6782006920415224
2019-12-30,11947,12334,11705,11705,155052,-0.41687936021779814
