날짜,시가,고가,저가,종가,거래량,등락률
2021-01-04,20050,20400,19500,20150,32699,2.5445292620865136
2021-01-05,20150,20300,19950,20100,24140,-0.24813895781637718
2021-01-06,19900,19900,19550,19650,21601,-2.2388059701492535
2021-01-07,19850,20150,19600,19750,14656,0.5089058524173028
2021-01-08,20000,20300,19700,19750,27906,0.0
2021-01-11,19900,21000,19600,19750,60251,0.0
2021-01-12,20100,20100,19200,19350,17128,-2.0253164556962027
2021-01-13,19500,20050,19500,19650,7868,1.550387596899225
2021-01-14,19950,19950,19350,19650,10800,0.0
2021-01-15,19500,19750,19300,19300,8464,-1.7811704834605597
2021-01-18,19300,19400,18850,19050,13675,-1.2953367875647668
2021-01-19,19050,19250,18950,19200,16897,0.7874015748031495
2021-01-20,19200,19350,19000,19350,19089,0.78125
2021-01-21,19350,19850,19150,19600,39269,1.2919896640826873
2021-01-22,21100,25400,20700,24200,1894703,23.46938775510204
2021-01-25,23450,25350,22650,23700,327041,-2.066115702479339
2021-01-26,23750,23750,22100,22750,81358,-4.008438818565401
2021-01-27,22800,24300,22200,22850,75212,0.43956043956043955
2021-01-28,22050,22450,21850,22350,47804,-2.1881838074398248
2021-01-29,22450,22700,19750,20000,74743,-10.51454138702461
