날짜,시가,고가,저가,종가,거래량,등락률
2021-10-01,21000,21000,20300,20500,9228,-2.380952380952381
2021-10-05,19900,20500,19400,19550,18456,-4.634146341463414
2021-10-06,19550,20000,18700,18800,20657,-3.8363171355498724
2021-10-07,19250,19250,18700,19150,9558,1.8617021276595744
2021-10-08,19650,20100,19150,19850,16048,3.6553524804177546
2021-10-12,19850,19950,19350,19350,8590,-2.518891687657431
2021-10-13,19150,19750,19150,19650,4822,1.550387596899225
2021-10-14,19650,20600,19650,20550,17155,4.580152671755725
2021-10-15,20500,20550,20100,20350,6181,-0.9732360097323601
2021-10-18,20500,20500,19900,20000,5632,-1.71990171990172
2021-10-19,19800,20500,19800,20150,6026,0.75
2021-10-20,20150,20400,19850,20100,5342,-0.24813895781637718
2021-10-21,20100,20150,19600,19700,10439,-1.9900497512437811
2021-10-22,19700,19800,19400,19600,7665,-0.5076142131979695
2021-10-25,19750,19750,19200,19650,4654,0.25510204081632654
2021-10-26,19450,22000,19450,20550,94521,4.580152671755725
2021-10-27,20500,20900,20250,20650,12275,0.48661800486618007
2021-10-28,20350,20550,19800,19800,11912,-4.116222760290557
2021-10-29,19950,20100,19600,19650,9485,-0.7575757575757576
