날짜,시가,고가,저가,종가,거래량,등락률
2020-03-02,5610,5710,5435,5700,81916,3.4482758620689653
2020-03-03,5880,6069,5830,5910,71980,3.684210526315789
2020-03-04,5795,6069,5795,6035,43102,2.1150592216582065
2020-03-05,6145,6369,6070,6335,101201,4.971002485501243
2020-03-06,6319,6329,6120,6235,55561,-1.5785319652722969
2020-03-09,6229,6229,5795,5935,161756,-4.811547714514836
2020-03-10,5844,5894,5680,5760,118994,-2.9486099410278013
2020-03-11,5800,5950,5460,5550,126060,-3.6458333333333335
2020-03-12,5450,5500,5050,5150,181802,-7.207207207207207
2020-03-13,4570,4854,4430,4810,318463,-6.601941747572816
2020-03-16,4844,5094,4655,4660,129637,-3.118503118503119
2020-03-17,4275,4700,4275,4700,122508,0.8583690987124464
2020-03-18,4825,5025,4560,4625,107390,-1.5957446808510638
2020-03-19,4635,4800,3650,3725,270158,-19.45945945945946
2020-03-20,3625,4050,3625,4025,161699,8.053691275167784
2020-03-23,3925,3925,3660,3800,123947,-5.590062111801243
2020-03-24,3830,4030,3830,4035,148933,6.184210526315789
2020-03-25,4420,4579,4155,4460,227470,10.532837670384138
2020-03-26,4460,5175,4275,4875,225276,9.304932735426009
2020-03-27,5244,5244,4505,4885,168983,0.20512820512820512
2020-03-30,4869,4879,4655,4835,87506,-1.023541453428864
2020-03-31,4945,5144,4945,5060,136648,4.653567735263702
