날짜,시가,고가,저가,종가,거래량,등락률
2019-04-01,7860,7900,7800,7880,1868,0.2544529262086514
2019-04-02,7880,7890,7820,7830,317,-0.6345177664974619
2019-04-03,7930,8090,7850,8030,13398,2.554278416347382
2019-04-04,7980,8050,7910,7990,451,-0.49813200498132004
2019-04-05,8030,8030,7910,7950,883,-0.5006257822277848
2019-04-08,7950,8060,7950,8020,472,0.8805031446540881
2019-04-09,8020,8070,7920,7980,703,-0.4987531172069825
2019-04-10,8040,8050,7910,8020,1598,0.5012531328320802
2019-04-11,8020,8180,7960,8020,6162,0.0
2019-04-12,8050,8150,8000,8070,3027,0.6234413965087282
2019-04-15,8070,8190,7920,8080,18850,0.12391573729863693
2019-04-16,8120,8420,8100,8300,26859,2.722772277227723
2019-04-17,8290,9070,8270,8910,58299,7.349397590361447
2019-04-18,8920,8920,8090,8150,37360,-8.529741863075197
2019-04-19,8180,8700,8180,8390,18674,2.9447852760736195
2019-04-22,8580,8580,8380,8470,13040,0.9535160905840285
2019-04-23,8480,10450,8300,9160,430194,8.146399055489963
2019-04-24,9200,9380,8590,8700,63805,-5.021834061135371
2019-04-25,8860,9400,8580,8850,49535,1.7241379310344827
2019-04-26,8850,8850,8310,8400,23584,-5.084745762711865
2019-04-29,8520,8520,8240,8310,8171,-1.0714285714285714
2019-04-30,8460,8480,8200,8270,8821,-0.48134777376654636
