날짜,시가,고가,저가,종가,거래량,등락률
2021-05-03,256000,258000,251000,251000,3549,-1.1811023622047243
2021-05-04,249000,264000,249000,259500,6002,3.386454183266932
2021-05-06,260000,263000,256500,261000,2297,0.5780346820809248
2021-05-07,259500,267500,259500,264000,3870,1.1494252873563218
2021-05-10,267000,270500,266000,267500,5601,1.3257575757575757
2021-05-11,264000,267000,260500,262500,4069,-1.8691588785046727
2021-05-12,264500,265500,254500,256000,4077,-2.4761904761904763
2021-05-13,253000,254000,249500,250000,5643,-2.34375
2021-05-14,250500,253500,250500,251500,2806,0.6
2021-05-17,255500,255500,246500,249000,3796,-0.9940357852882704
2021-05-18,250000,250000,247500,249500,2932,0.2008032128514056
2021-05-20,249500,250000,247500,249500,1848,0.0
2021-05-21,249000,251000,248500,249500,2082,0.0
2021-05-24,249500,254500,247500,247500,2398,-0.8016032064128256
2021-05-25,247000,249000,246000,247000,2781,-0.20202020202020202
2021-05-26,247000,248000,245000,246500,2486,-0.20242914979757085
2021-05-27,247500,248500,244500,245500,1846,-0.4056795131845842
2021-05-28,246000,250000,245500,249000,2161,1.4256619144602851
2021-05-31,249000,249000,245000,247000,2393,-0.8032128514056224
