날짜,시가,고가,저가,종가,거래량,등락률
2023-04-03,11930,12300,11790,12240,4522,2.341137123745819
2023-04-04,12300,12300,12050,12180,4533,-0.49019607843137253
2023-04-05,12170,12280,12020,12070,1558,-0.9031198686371099
2023-04-06,12050,12060,11800,11990,4149,-0.6628003314001657
2023-04-07,11930,12000,11890,11970,1972,-0.16680567139282734
2023-04-10,11900,11900,11730,11850,4065,-1.0025062656641603
2023-04-11,11850,11930,11610,11820,4770,-0.25316455696202533
2023-04-12,11820,12040,11820,12020,5531,1.6920473773265652
2023-04-13,12020,12080,11850,12000,2956,-0.16638935108153077
2023-04-14,12040,12140,11910,12030,4437,0.25
2023-04-17,12030,12450,11730,12440,11286,3.408146300914381
2023-04-18,12440,12500,12130,12300,5070,-1.1254019292604502
2023-04-19,12500,12500,12200,12310,6190,0.08130081300813008
2023-04-20,12200,12320,12150,12210,1294,-0.8123476848090982
2023-04-21,12210,12500,11810,12030,4063,-1.4742014742014742
2023-04-24,12120,12240,11930,11960,1891,-0.5818786367414797
2023-04-25,11770,12040,11660,11780,2979,-1.5050167224080269
2023-04-26,11820,11880,11560,11590,3223,-1.6129032258064515
2023-04-27,11600,11650,11390,11500,2417,-0.7765314926660914
2023-04-28,11580,11580,11350,11430,3128,-0.6086956521739131
