날짜,시가,고가,저가,종가,거래량,등락률
2022-09-01,15350,15650,14500,14650,40700,-2.980132450331126
2022-09-02,14650,14800,14500,14550,6936,-0.6825938566552902
2022-09-05,14400,14900,14250,14450,12545,-0.6872852233676976
2022-09-06,14250,14650,14200,14250,9144,-1.384083044982699
2022-09-07,14250,14350,13400,13800,21445,-3.1578947368421053
2022-09-08,13850,14050,13800,13850,3856,0.36231884057971014
2022-09-13,14000,14100,13650,14100,7550,1.8050541516245486
2022-09-14,13650,13900,13600,13900,8092,-1.4184397163120568
2022-09-15,14300,14800,14200,14200,24761,2.158273381294964
2022-09-16,14000,14500,13950,14500,9876,2.112676056338028
2022-09-19,14400,14500,13500,13550,14342,-6.551724137931035
2022-09-20,13400,13800,13350,13450,9738,-0.7380073800738007
2022-09-21,13200,13700,13000,13200,13100,-1.858736059479554
2022-09-22,13050,13400,12650,13400,10527,1.5151515151515151
2022-09-23,13050,13450,12700,13050,3271,-2.6119402985074625
2022-09-26,12650,12950,12000,12000,22188,-8.045977011494253
2022-09-27,11850,12400,11500,11950,10188,-0.4166666666666667
2022-09-28,11850,12000,11100,11600,14176,-2.928870292887029
2022-09-29,11900,12050,11100,11250,5929,-3.0172413793103448
2022-09-30,10900,11350,10750,11200,7151,-0.4444444444444444
