날짜,시가,고가,저가,종가,거래량,등락률
2023-12-01,7650,7650,7310,7450,2241,-2.3591087811271296
2023-12-04,7450,7540,7390,7510,940,0.8053691275167786
2023-12-05,7550,7550,7350,7550,2167,0.5326231691078562
2023-12-06,7550,8000,7360,7850,11558,3.9735099337748347
2023-12-07,7800,9190,7630,8180,75220,4.203821656050955
2023-12-08,8370,10630,7860,10630,224560,29.95110024449878
2023-12-11,11400,13810,10650,13810,784293,29.915333960489182
2023-12-12,12870,13160,10690,10710,343060,-22.447501810282404
2023-12-13,10650,10900,9640,9640,138707,-9.990662931839402
2023-12-14,9750,9990,9050,9430,69864,-2.1784232365145226
2023-12-15,9280,9550,8700,8940,75718,-5.1961823966065745
2023-12-18,9050,9330,8660,8930,43648,-0.11185682326621924
2023-12-19,8920,9010,8590,8740,21905,-2.127659574468085
2023-12-20,8740,9030,8650,8890,26317,1.7162471395881007
2023-12-21,9000,9000,8630,8800,25151,-1.0123734533183353
2023-12-22,10070,10890,9530,9650,242767,9.659090909090908
2023-12-26,9870,9870,9320,9500,19548,-1.5544041450777202
2023-12-27,9400,9580,9320,9540,12020,0.42105263157894735
2023-12-28,9540,9790,9400,9760,14962,2.3060796645702304
