날짜,시가,고가,저가,종가,거래량,등락률
2023-08-01,3540,3625,3540,3595,68805,1.267605633802817
2023-08-02,3600,3610,3570,3580,39766,-0.4172461752433936
2023-08-03,3600,3600,3560,3585,29155,0.13966480446927373
2023-08-04,3575,3625,3575,3600,37977,0.41841004184100417
2023-08-07,3605,3640,3585,3625,76704,0.6944444444444444
2023-08-08,3605,3665,3590,3610,53008,-0.41379310344827586
2023-08-09,3635,3640,3600,3630,42870,0.554016620498615
2023-08-10,3630,3635,3590,3615,43624,-0.4132231404958678
2023-08-11,3595,3625,3575,3590,63579,-0.6915629322268326
2023-08-14,3590,3610,3550,3570,88901,-0.5571030640668524
2023-08-16,3560,3565,3525,3550,111462,-0.5602240896358543
2023-08-17,3540,3545,3495,3545,161200,-0.14084507042253522
2023-08-18,3520,3555,3505,3550,54855,0.14104372355430184
2023-08-21,3530,3565,3530,3560,54126,0.28169014084507044
2023-08-22,3570,3575,3545,3550,47894,-0.2808988764044944
2023-08-23,3575,3575,3545,3555,34907,0.14084507042253522
2023-08-24,3580,3580,3540,3560,36945,0.14064697609001406
2023-08-25,3560,3570,3545,3560,34308,0.0
2023-08-28,3560,3580,3560,3570,83632,0.2808988764044944
2023-08-29,3570,3585,3555,3585,71727,0.42016806722689076
2023-08-30,3585,3590,3565,3570,100818,-0.41841004184100417
2023-08-31,3570,3575,3540,3560,100576,-0.2801120448179272
