날짜,시가,고가,저가,종가,거래량,등락률
2020-09-01,210000,212500,207500,210000,9823,-0.7092198581560284
2020-09-02,212500,212500,208500,210500,9739,0.2380952380952381
2020-09-03,210500,212000,210000,211500,7568,0.4750593824228029
2020-09-04,202500,208500,202500,207500,12864,-1.8912529550827424
2020-09-07,205000,208500,205000,207500,10029,0.0
2020-09-08,206500,208500,206000,206500,8533,-0.48192771084337355
2020-09-09,204000,205500,199500,202000,11090,-2.1791767554479415
2020-09-10,204500,205500,201500,203000,7358,0.49504950495049505
2020-09-11,202500,205500,201000,201500,6744,-0.7389162561576355
2020-09-14,202000,204000,200500,202500,5532,0.49627791563275436
2020-09-15,203500,203500,201500,203000,5464,0.24691358024691357
2020-09-16,203000,226000,203000,214500,57312,5.665024630541872
2020-09-17,215000,218000,207500,208500,14747,-2.797202797202797
2020-09-18,209500,212000,208000,210500,6991,0.9592326139088728
2020-09-21,210500,210500,205000,206500,7161,-1.9002375296912115
2020-09-22,202500,207000,199500,200000,11173,-3.14769975786925
2020-09-23,200500,202000,195000,199500,6193,-0.25
2020-09-24,193000,196000,189000,190000,8791,-4.761904761904762
2020-09-25,190500,205000,189500,192000,10329,1.0526315789473684
2020-09-28,193500,196000,192000,194000,4920,1.0416666666666665
2020-09-29,195500,198000,193500,194500,3125,0.25773195876288657
