날짜,시가,고가,저가,종가,거래량,등락률
2020-05-04,3092,3116,3045,3117,23163,0.7759456838021339
2020-05-06,3116,3126,3068,3112,31604,-0.16041065126724416
2020-05-07,3092,3121,3045,3088,30176,-0.7712082262210797
2020-05-08,3164,3164,3083,3098,28607,0.3238341968911917
2020-05-11,3130,4025,3102,4025,3387220,29.922530664945125
2020-05-12,4391,4957,4034,4235,6979102,5.217391304347826
2020-05-13,4244,4605,4034,4239,1442980,0.09445100354191263
2020-05-14,4149,4724,4058,4120,1400834,-2.8072658645907054
2020-05-15,3949,4187,3792,3906,690722,-5.194174757281553
2020-05-18,3915,4082,3806,3892,379483,-0.35842293906810035
2020-05-19,3854,4044,3854,3892,158104,0.0
2020-05-20,3854,4234,3854,3954,570958,1.5930113052415211
2020-05-21,3887,4063,3882,3897,250163,-1.4415781487101669
2020-05-22,3892,4044,3825,3935,262826,0.9751090582499358
2020-05-25,4001,4149,3934,4006,465319,1.804320203303685
2020-05-26,4072,4881,4034,4320,3666148,7.838242636045931
2020-05-27,4282,4382,4153,4154,435549,-3.8425925925925926
2020-05-28,4210,4567,3996,4154,1012743,0.0
2020-05-29,4049,4282,4049,4140,119876,-0.33702455464612424
