날짜,시가,고가,저가,종가,거래량,등락률
2017-03-02,5300,5440,5300,5420,4194,3.041825095057034
2017-03-03,5440,5480,5320,5370,3543,-0.9225092250922509
2017-03-06,5300,5500,5250,5460,3197,1.675977653631285
2017-03-07,5460,5500,5370,5500,3307,0.7326007326007326
2017-03-08,5410,5540,5410,5520,6898,0.36363636363636365
2017-03-09,5520,5540,5380,5380,2767,-2.536231884057971
2017-03-10,5370,5480,5270,5460,4317,1.486988847583643
2017-03-13,5490,5570,5370,5480,3796,0.3663003663003663
2017-03-14,5500,5570,5370,5480,3295,0.0
2017-03-15,5420,5530,5370,5530,2217,0.9124087591240875
2017-03-16,5540,5540,5410,5510,784,-0.3616636528028933
2017-03-17,5550,5550,5400,5530,7422,0.3629764065335753
2017-03-20,5570,5570,5440,5440,891,-1.62748643761302
2017-03-21,5510,5530,5440,5460,2768,0.3676470588235294
2017-03-22,5540,5540,5370,5460,3436,0.0
2017-03-23,5500,5500,5370,5400,680,-1.098901098901099
2017-03-24,5390,5420,5330,5360,2113,-0.7407407407407408
2017-03-27,5400,5470,5330,5420,1712,1.1194029850746268
2017-03-28,5390,5450,5350,5400,1953,-0.36900369003690037
2017-03-29,5450,5490,5370,5410,1686,0.1851851851851852
2017-03-30,5400,5510,5390,5510,2129,1.8484288354898337
2017-03-31,5530,5570,5480,5570,3117,1.0889292196007259
