날짜,시가,고가,저가,종가,거래량,등락률
2018-02-01,56700,60000,56600,59100,39152,4.232804232804233
2018-02-02,59500,59800,55100,58000,52069,-1.8612521150592216
2018-02-05,56900,58700,50300,50400,145678,-13.10344827586207
2018-02-06,48100,49700,47700,48950,26651,-2.876984126984127
2018-02-07,49500,50600,48000,48000,13155,-1.940755873340143
2018-02-08,47100,49500,47100,48650,8279,1.3541666666666667
2018-02-09,47800,47950,46200,46700,12802,-4.008221993833504
2018-02-12,47000,47800,46500,46500,3621,-0.4282655246252677
2018-02-13,46750,47800,46750,47050,4779,1.1827956989247312
2018-02-14,47150,47900,44600,47450,3751,0.8501594048884166
2018-02-19,47550,48200,47350,47500,3103,0.10537407797681769
2018-02-20,47100,47650,46100,46100,6356,-2.9473684210526314
2018-02-21,46150,46700,45900,46500,5560,0.8676789587852495
2018-02-22,46500,46500,45750,45950,3355,-1.1827956989247312
2018-02-23,45950,46300,45750,46100,1681,0.3264417845484222
2018-02-26,46600,47000,46100,46300,4176,0.43383947939262474
2018-02-27,46400,47000,46000,46250,2335,-0.10799136069114472
2018-02-28,46350,46350,45300,45300,5100,-2.054054054054054
