날짜,시가,고가,저가,종가,거래량,등락률
2018-03-02,17800,17950,17350,17950,44817,-0.554016620498615
2018-03-05,17950,17950,17650,17750,46847,-1.1142061281337048
2018-03-06,17900,17900,17550,17900,31132,0.8450704225352111
2018-03-07,17900,17900,17400,17600,53263,-1.675977653631285
2018-03-08,17600,17650,17400,17600,27538,0.0
2018-03-09,17600,17850,17500,17600,40141,0.0
2018-03-12,17700,17800,17600,17700,30129,0.5681818181818182
2018-03-13,17700,17700,17400,17400,37391,-1.694915254237288
2018-03-14,17400,17500,17150,17250,69251,-0.8620689655172413
2018-03-15,17250,17350,17100,17350,39664,0.5797101449275363
2018-03-16,17350,17550,17150,17400,82029,0.2881844380403458
2018-03-19,17350,17550,17100,17150,41704,-1.4367816091954022
2018-03-20,17150,17350,17100,17250,13191,0.5830903790087464
2018-03-21,17200,17300,16900,17050,89305,-1.1594202898550725
2018-03-22,17050,17350,17050,17100,44461,0.2932551319648094
2018-03-23,16950,17050,16550,16700,114827,-2.3391812865497075
2018-03-26,16700,16950,16600,16800,43053,0.5988023952095809
2018-03-27,16850,17150,16850,17100,35354,1.7857142857142856
2018-03-28,16900,17200,16900,17050,32504,-0.29239766081871343
2018-03-29,17050,17100,16750,16850,30722,-1.1730205278592376
2018-03-30,16850,16950,16600,16700,110111,-0.8902077151335311
