날짜,시가,고가,저가,종가,거래량,등락률
2022-07-01,13600,13600,13100,13200,558,-1.858736059479554
2022-07-04,13250,13600,12950,13050,1011,-1.1363636363636365
2022-07-05,12900,13500,12900,13500,2092,3.4482758620689653
2022-07-06,13300,13750,13300,13350,1508,-1.1111111111111112
2022-07-07,13350,13650,13250,13600,1805,1.8726591760299627
2022-07-08,13550,13800,13550,13800,1316,1.4705882352941175
2022-07-11,13800,13900,13300,13900,1135,0.7246376811594203
2022-07-12,13450,13900,13300,13650,978,-1.7985611510791366
2022-07-13,13600,14100,13450,14100,1708,3.296703296703297
2022-07-14,13650,14150,13650,14100,911,0.0
2022-07-15,14200,14200,13750,13950,671,-1.0638297872340425
2022-07-18,13950,14050,13850,14000,321,0.35842293906810035
2022-07-19,13800,14150,13750,14000,719,0.0
2022-07-20,14150,14150,13900,14150,3566,1.0714285714285714
2022-07-21,13950,14100,13500,13650,3908,-3.53356890459364
2022-07-22,14000,14000,13550,13550,2130,-0.7326007326007326
2022-07-25,13950,13950,13500,13600,939,0.36900369003690037
2022-07-26,13350,13650,13350,13600,4275,0.0
2022-07-27,13450,13550,13300,13450,5869,-1.1029411764705883
2022-07-28,13550,13650,13450,13650,2637,1.486988847583643
2022-07-29,13550,16900,13550,13850,224404,1.465201465201465
