날짜,시가,고가,저가,종가,거래량,등락률
2023-08-01,9470,9480,9240,9380,848,-0.10649627263045794
2023-08-02,9320,9340,9240,9300,2387,-0.8528784648187633
2023-08-03,9160,9360,9160,9350,367,0.5376344086021506
2023-08-04,9390,9400,9240,9320,143,-0.32085561497326204
2023-08-07,9320,9480,9090,9150,1680,-1.8240343347639485
2023-08-08,9180,9230,9090,9200,807,0.546448087431694
2023-08-09,9200,9300,9090,9230,794,0.32608695652173914
2023-08-10,9140,9230,9010,9170,917,-0.6500541711809318
2023-08-11,9410,9600,9280,9490,3748,3.4896401308615053
2023-08-14,9550,9650,9360,9440,984,-0.5268703898840885
2023-08-16,9440,9540,9150,9250,460,-2.0127118644067794
2023-08-17,9300,9300,9050,9220,1252,-0.3243243243243243
2023-08-18,9040,9210,9020,9070,686,-1.6268980477223427
2023-08-21,9070,9250,9040,9250,299,1.9845644983461963
2023-08-22,9250,9330,9250,9260,34,0.10810810810810811
2023-08-23,9260,9280,9210,9240,110,-0.21598272138228944
2023-08-24,9240,9250,9060,9200,665,-0.4329004329004329
2023-08-25,9280,9280,9200,9200,37,0.0
2023-08-28,9250,9250,9030,9100,1946,-1.0869565217391304
2023-08-29,9150,9400,9100,9150,510,0.5494505494505495
2023-08-30,9150,9180,9090,9150,575,0.0
2023-08-31,9150,9170,9080,9130,220,-0.2185792349726776
