날짜,시가,고가,저가,종가,거래량,등락률
2019-02-01,15500,15500,15300,15350,18656,0.0
2019-02-07,15350,15450,15150,15250,17902,-0.6514657980456027
2019-02-08,15350,15350,15000,15100,13651,-0.9836065573770493
2019-02-11,15150,15350,15000,15300,31996,1.3245033112582782
2019-02-12,15350,15350,15050,15200,25321,-0.6535947712418301
2019-02-13,15300,15350,15050,15250,38619,0.3289473684210526
2019-02-14,15250,15300,15100,15300,34429,0.32786885245901637
2019-02-15,15250,15300,15100,15100,18812,-1.3071895424836601
2019-02-18,15150,15200,15000,15200,30478,0.6622516556291391
2019-02-19,15150,15250,15050,15200,19960,0.0
2019-02-20,15050,15350,15050,15300,41524,0.6578947368421052
2019-02-21,15250,15450,15250,15400,21334,0.6535947712418301
2019-02-22,15400,15500,15350,15500,23560,0.6493506493506493
2019-02-25,15500,15500,15350,15450,10169,-0.3225806451612903
2019-02-26,15350,15500,15300,15400,34015,-0.3236245954692557
2019-02-27,15450,15500,15250,15450,76550,0.3246753246753247
2019-02-28,15500,15700,15350,15600,60163,0.9708737864077669
