날짜,시가,고가,저가,종가,거래량,등락률
2019-11-01,153500,154500,152000,154500,2047,0.3246753246753247
2019-11-04,155000,158000,154000,157500,4126,1.9417475728155338
2019-11-05,157500,158500,156500,158000,1891,0.31746031746031744
2019-11-06,158000,158500,155000,158000,1679,0.0
2019-11-07,158000,158000,156500,157500,725,-0.31645569620253167
2019-11-08,158000,158000,155500,155500,969,-1.2698412698412698
2019-11-11,157000,157500,153500,155500,1011,0.0
2019-11-12,155500,157000,155500,156500,562,0.6430868167202572
2019-11-13,156500,157000,153500,157000,1341,0.3194888178913738
2019-11-14,155500,157000,155000,156500,265,-0.3184713375796179
2019-11-15,156500,157000,155000,157000,632,0.3194888178913738
2019-11-18,157000,159000,156000,158500,1279,0.9554140127388535
2019-11-19,158500,158500,156000,156500,1097,-1.2618296529968454
2019-11-20,157000,158500,153000,154500,2055,-1.2779552715654952
2019-11-21,155500,156000,154000,155000,1223,0.3236245954692557
2019-11-22,159000,174500,150500,151500,11291,-2.258064516129032
2019-11-25,155000,166500,155000,159000,26061,4.9504950495049505
2019-11-26,169500,206500,169000,206500,627242,29.874213836477985
2019-11-27,227000,249500,203500,218500,984961,5.811138014527845
2019-11-28,209000,214000,186000,189500,277318,-13.272311212814644
2019-11-29,197000,200000,178500,182000,179778,-3.95778364116095
