날짜,시가,고가,저가,종가,거래량,등락률
2021-06-01,18950,18950,18150,18450,10995,-0.8064516129032258
2021-06-02,18800,19850,18450,19000,65159,2.9810298102981028
2021-06-03,19200,19300,18300,18800,13213,-1.0526315789473684
2021-06-04,18550,18800,18350,18650,8464,-0.7978723404255319
2021-06-07,18700,21050,18700,20200,298583,8.310991957104557
2021-06-08,20850,20950,19350,19550,99774,-3.217821782178218
2021-06-09,19750,22000,19500,20200,192840,3.324808184143223
2021-06-10,20150,20150,19500,19850,38986,-1.7326732673267329
2021-06-11,19850,25800,19850,25800,1652333,29.974811083123427
2021-06-14,30050,30200,24450,26150,1615485,1.3565891472868217
2021-06-15,27400,27850,25850,26150,331094,0.0
2021-06-16,25900,26050,24350,25050,206901,-4.2065009560229445
2021-06-17,25350,25600,24700,25100,176729,0.19960079840319359
2021-06-18,25650,25650,24800,24800,180550,-1.1952191235059761
2021-06-21,24500,24500,22850,23200,155502,-6.451612903225806
2021-06-22,23500,23850,22300,23250,104434,0.21551724137931033
2021-06-23,23650,23650,22500,22600,64935,-2.795698924731183
2021-06-24,22700,22700,21600,22350,62675,-1.1061946902654867
2021-06-25,22250,22800,22100,22200,50837,-0.6711409395973155
2021-06-28,22400,22800,22200,22750,32641,2.4774774774774775
2021-06-29,22750,23500,22550,23100,65733,1.5384615384615385
2021-06-30,23050,23050,22450,22500,38789,-2.5974025974025974
