날짜,시가,고가,저가,종가,거래량,등락률
2021-02-01,29045,30158,29045,29626,3309,1.1540562687790221
2021-02-02,30013,32966,29965,30401,19131,2.6159454533180315
2021-02-03,31417,31417,29965,30062,7014,-1.1150948981941382
2021-02-04,30062,30546,30062,30062,2476,0.0
2021-02-05,30788,30933,29965,30933,4671,2.897345485995609
2021-02-08,31127,31272,30739,30982,4992,0.15840687938447612
2021-02-09,30836,30836,28948,29868,30901,-3.5956361758440387
2021-02-10,28997,29577,28900,29191,8392,-2.266639882148118
2021-02-15,29190,29481,28900,29239,8173,0.16443424343119453
2021-02-16,29239,29384,28803,28997,4728,-0.82766168473614
2021-02-17,29142,29384,29045,29094,7240,0.3345173638652274
2021-02-18,29529,29529,28900,28900,4328,-0.6668041520588437
2021-02-19,28948,29142,28464,28900,3597,0.0
2021-02-22,28512,28900,28367,28368,3166,-1.8408304498269898
2021-02-23,28319,28367,27883,27980,3539,-1.3677382966723068
2021-02-24,28028,29384,26237,26528,3136,-5.189421015010722
2021-02-25,27980,27980,26625,26819,3112,1.0969541616405307
2021-02-26,26140,26431,25414,25850,7013,-3.6131101085051647
