날짜,시가,고가,저가,종가,거래량,등락률
2018-04-02,61500,64400,61500,62600,13636,2.1207177814029365
2018-04-03,63700,64000,62200,63200,9055,0.9584664536741214
2018-04-04,63300,63300,62000,62500,3949,-1.1075949367088607
2018-04-05,62300,62800,62000,62600,2793,0.16
2018-04-06,63300,63300,61300,62200,3436,-0.6389776357827476
2018-04-09,62200,62200,61300,61700,2271,-0.8038585209003215
2018-04-10,61700,61700,60000,61200,2047,-0.8103727714748784
2018-04-11,60900,61500,60600,60900,1915,-0.49019607843137253
2018-04-12,60900,61500,60400,60400,2075,-0.8210180623973727
2018-04-13,60800,61300,60400,60900,989,0.8278145695364238
2018-04-16,60500,60900,60500,60900,1013,0.0
2018-04-17,61800,61800,60800,61000,1613,0.16420361247947454
2018-04-18,60700,61600,60400,61100,1499,0.16393442622950818
2018-04-19,61100,61700,60400,60900,3105,-0.32733224222585927
2018-04-20,61500,62900,60900,62000,4370,1.8062397372742198
2018-04-23,61200,61800,60700,61600,2069,-0.6451612903225806
2018-04-24,62800,62800,61200,61700,1563,0.16233766233766234
2018-04-25,61700,61700,60900,61300,2418,-0.6482982171799028
2018-04-26,61400,62200,61200,61300,1538,0.0
2018-04-27,61300,61600,60500,61100,1831,-0.3262642740619902
2018-04-30,61900,61900,60500,61000,3196,-0.16366612111292964
