날짜,시가,고가,저가,종가,거래량,등락률
2023-09-01,9100,9110,9000,9110,238,0.3303964757709251
2023-09-04,9030,9120,9000,9040,204,-0.7683863885839737
2023-09-05,9100,9100,8880,9050,646,0.11061946902654868
2023-09-06,9040,9100,8900,9060,651,0.11049723756906078
2023-09-07,9050,9060,9000,9060,37,0.0
2023-09-08,9000,9090,8820,8990,599,-0.772626931567329
2023-09-11,8970,9030,8840,9020,1944,0.33370411568409347
2023-09-12,9020,9020,8860,9010,108,-0.11086474501108648
2023-09-13,8910,9050,8890,9040,1592,0.3329633740288568
2023-09-14,8910,9070,8860,8880,1125,-1.7699115044247788
2023-09-15,8900,9160,8890,9150,1725,3.040540540540541
2023-09-18,9150,9150,9000,9140,138,-0.1092896174863388
2023-09-19,9180,9200,9040,9100,67,-0.437636761487965
2023-09-20,9100,9100,8870,8980,1871,-1.3186813186813187
2023-09-21,8840,8980,8810,8960,889,-0.22271714922048996
2023-09-22,8940,9010,8660,9010,916,0.5580357142857143
2023-09-25,9010,9010,8760,8880,810,-1.4428412874583796
2023-09-26,8800,8820,8680,8820,417,-0.6756756756756757
2023-09-27,8710,8820,7910,8030,33194,-8.956916099773244
