날짜,시가,고가,저가,종가,거래량,등락률
2021-08-02,21500,21500,21150,21500,10484,0.0
2021-08-03,21250,21550,21100,21300,7636,-0.9302325581395349
2021-08-04,21400,21450,21100,21450,7227,0.7042253521126761
2021-08-05,21350,21650,21250,21400,12970,-0.2331002331002331
2021-08-06,21950,22450,21450,22050,33928,3.0373831775700935
2021-08-09,22100,22300,21600,21950,14299,-0.45351473922902497
2021-08-10,22050,22250,21700,21900,13987,-0.22779043280182232
2021-08-11,21900,22050,21500,21650,12133,-1.141552511415525
2021-08-12,21700,21700,21350,21450,10086,-0.9237875288683602
2021-08-13,21450,21500,20700,20900,16751,-2.564102564102564
2021-08-17,20750,21050,19700,20250,24269,-3.110047846889952
2021-08-18,20200,20500,20000,20400,9324,0.7407407407407408
2021-08-19,19850,20550,19700,20300,11212,-0.49019607843137253
2021-08-20,20050,20450,19200,19850,15469,-2.2167487684729066
2021-08-23,20000,20000,19550,19900,9501,0.2518891687657431
2021-08-24,20000,21250,20000,20700,19644,4.0201005025125625
2021-08-25,20950,20950,20400,20850,8556,0.7246376811594203
2021-08-26,20850,21050,20800,20900,8211,0.2398081534772182
2021-08-27,20650,23350,20650,22150,207590,5.980861244019139
2021-08-30,23450,23450,22200,22600,70972,2.0316027088036117
2021-08-31,23100,23650,21950,22750,141871,0.6637168141592921
