날짜,시가,고가,저가,종가,거래량,등락률
2021-07-01,22600,22750,22100,22150,29815,-1.5555555555555556
2021-07-02,22050,22300,21750,21900,31747,-1.1286681715575622
2021-07-05,22150,22650,21900,22250,40076,1.5981735159817352
2021-07-06,22250,22450,21950,22150,45196,-0.44943820224719105
2021-07-07,22550,22750,22000,22100,33628,-0.2257336343115124
2021-07-08,21900,22100,20150,21250,43869,-3.8461538461538463
2021-07-09,21000,21650,20500,21400,19130,0.7058823529411765
2021-07-12,21550,21950,21000,21300,18876,-0.46728971962616817
2021-07-13,21350,22250,21250,21950,37299,3.051643192488263
2021-07-14,22200,22200,21450,21700,16836,-1.1389521640091116
2021-07-15,21700,22750,21600,22450,50522,3.4562211981566824
2021-07-16,22600,22650,21950,22350,25116,-0.4454342984409799
2021-07-19,22000,23100,21900,22750,74167,1.7897091722595078
2021-07-20,22150,23450,22100,22600,36051,-0.6593406593406593
2021-07-21,23200,24050,22300,22750,145038,0.6637168141592921
2021-07-22,22800,23050,22100,22200,34569,-2.417582417582418
2021-07-23,22000,22300,21500,21500,29226,-3.153153153153153
2021-07-26,21350,21650,21200,21450,18548,-0.23255813953488372
2021-07-27,21550,21850,21500,21600,10710,0.6993006993006993
2021-07-28,21750,21950,21400,21600,13081,0.0
2021-07-29,21600,22250,21550,21750,13248,0.6944444444444444
2021-07-30,21950,21950,21100,21500,12694,-1.1494252873563218
