날짜,시가,고가,저가,종가,거래량,등락률
2022-02-03,11350,11900,11350,11800,16789,5.357142857142857
2022-02-04,11650,11850,11550,11850,7306,0.423728813559322
2022-02-07,11900,11900,11750,11800,10034,-0.42194092827004215
2022-02-08,11900,11950,11700,11750,12913,-0.423728813559322
2022-02-09,11900,12250,11750,12000,10413,2.127659574468085
2022-02-10,12050,12100,11800,12000,4950,0.0
2022-02-11,11900,11900,11600,11800,5420,-1.6666666666666667
2022-02-14,11700,11750,11200,11500,10135,-2.5423728813559325
2022-02-15,11200,11550,11000,11050,13037,-3.91304347826087
2022-02-16,11250,11600,11250,11550,8439,4.524886877828054
2022-02-17,12500,12750,11650,11950,68557,3.463203463203463
2022-02-18,11600,12150,11550,11950,10333,0.0
2022-02-21,11850,12000,11750,11800,7320,-1.2552301255230125
2022-02-22,11750,11750,11450,11500,7622,-2.5423728813559325
2022-02-23,11450,11800,11450,11700,7887,1.7391304347826086
2022-02-24,11700,11700,11150,11250,9730,-3.8461538461538463
2022-02-25,11250,11650,10950,11550,17472,2.666666666666667
2022-02-28,11650,14100,11600,12300,542264,6.493506493506493
