날짜,시가,고가,저가,종가,거래량,등락률
2022-10-04,11350,11700,11350,11650,4220,4.017857142857143
2022-10-05,11850,12050,11200,11900,8048,2.1459227467811157
2022-10-06,11700,12000,11700,11950,2608,0.42016806722689076
2022-10-07,11700,13700,11700,12650,79014,5.857740585774058
2022-10-11,12350,12350,11150,11250,21624,-11.067193675889328
2022-10-12,11350,11350,10800,11100,10298,-1.3333333333333335
2022-10-13,11050,11150,10500,10500,6426,-5.405405405405405
2022-10-14,10650,10950,10550,10850,10455,3.3333333333333335
2022-10-17,10550,10900,10450,10900,2330,0.4608294930875576
2022-10-18,10950,11350,10950,11100,8002,1.834862385321101
2022-10-19,11250,13200,11250,11450,84552,3.153153153153153
2022-10-20,11450,12150,11350,11800,16618,3.056768558951965
2022-10-21,11650,11850,11300,11500,6810,-2.5423728813559325
2022-10-24,11500,12100,11450,11500,7451,0.0
2022-10-25,11300,11700,11200,11400,4760,-0.8695652173913043
2022-10-26,11500,11550,11250,11500,5336,0.8771929824561403
2022-10-27,11300,11650,11250,11550,8034,0.43478260869565216
2022-10-28,11700,11700,11400,11400,4556,-1.2987012987012987
2022-10-31,11500,11650,11300,11600,4499,1.7543859649122806
