날짜,시가,고가,저가,종가,거래량,등락률
2022-04-01,16850,17000,16100,16800,10020,-0.2967359050445104
2022-04-04,16800,16900,16450,16450,10403,-2.083333333333333
2022-04-05,16750,16800,16300,16650,6502,1.21580547112462
2022-04-06,16600,16600,16250,16500,6846,-0.9009009009009009
2022-04-07,16450,16450,15800,16000,4922,-3.0303030303030303
2022-04-08,16100,16250,15900,16100,4671,0.625
2022-04-11,16150,16350,15750,16250,3977,0.9316770186335404
2022-04-12,16000,16100,15750,15800,3228,-2.769230769230769
2022-04-13,15850,16050,15800,16000,979,1.2658227848101267
2022-04-14,16000,16500,15800,16050,3643,0.3125
2022-04-15,16050,16500,15800,16500,8054,2.803738317757009
2022-04-18,16650,17500,16000,16550,26490,0.30303030303030304
2022-04-19,16600,16700,16400,16550,1606,0.0
2022-04-20,16500,16550,16450,16550,2014,0.0
2022-04-21,16600,17250,16550,16750,12468,1.2084592145015105
2022-04-22,16700,16700,16400,16550,3403,-1.1940298507462688
2022-04-25,16750,16750,15800,16000,4632,-3.3232628398791544
2022-04-26,16000,16150,15700,15700,3831,-1.875
2022-04-27,15650,20400,14800,16250,1028950,3.5031847133757963
2022-04-28,15850,15850,14950,15050,142484,-7.384615384615385
2022-04-29,15000,15300,14450,14850,48884,-1.3289036544850499
