날짜,시가,고가,저가,종가,거래량,등락률
2021-01-04,30885,30885,30546,30788,8311,0.7922477574805211
2021-01-05,30788,32046,30546,32047,7897,4.0892555541119915
2021-01-06,31272,32530,31272,31466,7529,-1.8129622117514899
2021-01-07,32530,32530,30981,31175,6841,-0.9248077289773088
2021-01-08,31659,33595,31175,31950,15758,2.4859663191659984
2021-01-11,32192,33402,31078,31708,19776,-0.7574334898278561
2021-01-12,32530,32530,31030,31272,6478,-1.3750473066733948
2021-01-13,31127,31901,30981,31321,4708,0.1566896904579176
2021-01-14,31707,31707,30981,30982,3380,-1.082340921426519
2021-01-15,30933,30981,30546,30546,3673,-1.4072687366858176
2021-01-18,30013,31611,29868,30256,2895,-0.9493878085510378
2021-01-19,31369,31369,30255,30788,2226,1.7583289264939188
2021-01-20,31756,31756,30594,31127,5597,1.1010783422112511
2021-01-21,31659,31853,30981,31756,5683,2.020753686510104
2021-01-22,32337,33257,31756,33160,31806,4.421211739513793
2021-01-25,33983,35967,33111,33790,64162,1.8998793727382386
2021-01-26,33741,34128,31950,32192,17920,-4.729209825392128
2021-01-27,32240,33837,31659,32144,9029,-0.14910536779324055
2021-01-28,30981,32046,30836,31127,5317,-3.163887506222001
2021-01-29,32385,32385,29190,29288,9277,-5.908054100941305
