날짜,시가,고가,저가,종가,거래량,등락률
2019-04-01,6138,6149,6084,6138,14003,0.0
2019-04-02,6116,6138,6106,6138,3207,0.0
2019-04-03,6138,6138,6073,6138,17737,0.0
2019-04-04,6138,6149,6084,6138,12527,0.0
2019-04-05,6138,6192,6106,6171,10898,0.5376344086021506
2019-04-08,6170,6181,6063,6106,33137,-1.0533138875384864
2019-04-09,6106,6138,6073,6117,5460,0.1801506714706846
2019-04-10,6127,6160,6106,6149,4788,0.5231322543730587
2019-04-11,6149,6170,6127,6171,3963,0.35778175313059035
2019-04-12,6224,6353,6127,6289,85011,1.9121698266083293
2019-04-15,6386,6407,6256,6343,19190,0.8586420734615996
2019-04-16,6353,6353,6203,6332,10812,-0.1734195175784329
2019-04-17,6343,6440,6278,6397,19687,1.0265319014529375
2019-04-18,6396,6461,6353,6375,8587,-0.34391120837892764
2019-04-19,6332,6461,6310,6386,9777,0.17254901960784313
2019-04-22,6407,6450,6343,6429,13879,0.6733479486376448
2019-04-23,6429,6504,6407,6494,27951,1.0110437081972312
2019-04-24,6429,6547,6429,6494,21102,0.0
2019-04-25,6493,6558,6407,6515,25124,0.32337542346781645
2019-04-26,6504,6504,6386,6494,26143,-0.32233307751343054
2019-04-29,6526,6666,6483,6634,41585,2.15583615645211
2019-04-30,6623,6644,6536,6634,18769,0.0
