날짜,시가,고가,저가,종가,거래량,등락률
2021-12-01,28077,29239,27786,28707,3572,2.0657043305126925
2021-12-02,28658,28706,27883,28077,6141,-2.194586686174104
2021-12-03,28416,28416,27883,28223,1332,0.5199985753463688
2021-12-06,27883,28319,27351,27448,3252,-2.7459873153102077
2021-12-07,27593,28319,27496,27642,1606,0.7067910230253571
2021-12-08,27690,28319,27593,27835,3194,0.698212864481586
2021-12-09,27593,28077,27593,27642,2680,-0.6933716543919526
2021-12-10,27641,28948,27593,28174,5518,1.9246074813689313
2021-12-13,28851,28851,27690,27835,1539,-1.203237027046213
2021-12-14,28367,28367,27593,27642,2106,-0.6933716543919526
2021-12-15,27641,27883,27109,27400,3547,-0.8754793430287243
2021-12-16,27883,27883,27351,27351,1450,-0.17883211678832117
2021-12-17,27738,27738,27157,27254,2118,-0.3546488245402362
2021-12-20,27157,27205,26286,26286,4708,-3.5517722169222865
2021-12-21,26334,26867,25995,26093,2826,-0.7342311496614167
2021-12-22,26189,26625,25995,26480,1206,1.4831564021001802
2021-12-23,26286,27641,26286,27206,2633,2.7416918429003023
2021-12-24,27012,27689,26479,26964,1741,-0.8895096669852238
2021-12-27,26915,27399,26770,27012,800,0.1780151312861593
2021-12-28,26867,27593,26867,27206,1205,0.7181993188212646
2021-12-29,26237,27496,26237,27061,873,-0.5329706682349482
2021-12-30,27496,27496,26770,27206,2243,0.535826466132072
