날짜,시가,고가,저가,종가,거래량,등락률
2019-03-04,4545,4545,4335,4400,687,-3.296703296703297
2019-03-05,4495,4500,4255,4290,378,-2.5
2019-03-06,4330,4440,4330,4440,12,3.4965034965034967
2019-03-07,4410,4410,4395,4395,10,-1.0135135135135136
2019-03-08,4260,4375,4125,4125,2254,-6.143344709897611
2019-03-11,4130,4130,4000,4035,341,-2.181818181818182
2019-03-12,4120,4120,4050,4060,397,0.6195786864931847
2019-03-13,4185,4185,4020,4120,34,1.477832512315271
2019-03-14,4125,4130,4125,4125,19,0.12135922330097086
2019-03-15,4190,4190,4060,4125,575,0.0
2019-03-18,4120,4150,4120,4150,14,0.6060606060606061
2019-03-19,4150,4150,4085,4145,732,-0.12048192771084339
2019-03-20,4140,4140,4140,4140,7,-0.12062726176115801
2019-03-21,4110,4110,4110,4110,3,-0.7246376811594203
2019-03-22,4105,4110,4080,4110,52,0.0
2019-03-25,4110,4185,4110,4110,372,0.0
2019-03-26,4195,4195,4195,4195,1,2.068126520681265
2019-03-27,4080,4135,4080,4105,37,-2.1454112038140645
2019-03-28,4170,4170,4130,4170,19,1.5834348355663823
2019-03-29,4170,4170,4085,4140,519,-0.7194244604316548
