날짜,시가,고가,저가,종가,거래량,등락률
2019-10-18,3453,4488,3453,4489,2385,
2019-10-21,5833,5833,5833,5833,1858,29.939852973936286
2019-10-22,7574,7574,7574,7575,6563,29.86456368935368
2019-10-23,9819,9819,9490,9819,89947,29.62376237623762
2019-10-24,11221,12721,11125,12721,205643,29.554944495366126
2019-10-25,14752,16494,14752,16494,38942,29.659617954563323
2019-10-28,0,0,0,16494,0,0.0
2019-10-29,21427,21427,13156,13834,974821,-16.127076512671273
2019-10-30,14075,17219,12430,15236,1116585,10.134451351742085
2019-10-31,14801,17896,13350,13979,620535,-8.250196902074034
