날짜,시가,고가,저가,종가,거래량,등락률
2020-06-01,12817,12866,12189,12528,71051,0.39265966824264764
2020-06-02,12285,12479,11947,12189,70998,-2.7059386973180075
2020-06-03,12189,12576,11753,11899,60705,-2.3791943555664945
2020-06-04,11995,12044,10931,11125,71130,-6.504748298176318
2020-06-05,11028,11657,10883,11367,59228,2.1752808988764043
2020-06-08,11463,12092,11415,11851,64780,4.257939649863641
2020-06-09,12092,12430,11753,12238,179439,3.2655472112058055
2020-06-10,12866,15865,12479,15865,1207823,29.637195620199382
2020-06-11,17316,20605,15623,20605,1416374,29.87708792940435
2020-06-12,21572,26748,21427,26748,509923,29.813152147537004
2020-06-15,34729,34729,20605,21186,2145811,-20.79407806191117
2020-06-16,23265,25539,20508,22153,656281,4.564334938166715
2020-06-17,20557,26796,20170,22637,752940,2.184805669660994
2020-06-18,22878,23314,20605,20654,210470,-8.759994698944206
2020-06-19,21476,22250,17461,18235,200471,-11.712017042703593
2020-06-22,17896,19202,16203,17800,200595,-2.385522347134631
2020-06-23,17993,23120,17945,23121,883458,29.89325842696629
2020-06-24,24571,25248,20073,20847,794921,-9.835214739846892
2020-06-25,20073,21379,19154,20073,102927,-3.712764426536192
2020-06-26,20218,20702,19251,19783,42226,-1.4447267473720917
2020-06-29,19251,20798,19057,19541,51879,-1.2232725066976697
2020-06-30,20315,20895,19057,19590,49316,0.25075482319226244
