날짜,시가,고가,저가,종가,거래량,등락률
2020-06-01,28850,29500,28600,28850,128589,1.763668430335097
2020-06-02,28700,29050,28500,28800,117852,-0.17331022530329288
2020-06-03,29200,29750,29050,29400,198199,2.083333333333333
2020-06-04,29450,29800,29150,29300,113166,-0.3401360544217687
2020-06-05,29300,30200,29050,29700,161919,1.3651877133105803
2020-06-08,30200,30200,29600,29800,134490,0.33670033670033667
2020-06-09,29850,30200,29650,30000,164004,0.6711409395973155
2020-06-10,30200,32050,29700,30050,772814,0.16666666666666669
2020-06-11,30100,31100,29650,29750,305382,-0.9983361064891847
2020-06-12,28350,29750,28000,29100,226030,-2.1848739495798317
2020-06-15,29400,34500,29400,31300,3036964,7.560137457044673
2020-06-16,32900,34400,31600,32350,1087920,3.3546325878594248
2020-06-17,32100,32650,30750,31650,358317,-2.1638330757341575
2020-06-18,31850,32200,31300,31800,262428,0.47393364928909953
2020-06-19,32200,32300,30800,31200,310289,-1.8867924528301887
2020-06-22,31600,32500,31550,32350,338339,3.685897435897436
2020-06-23,32550,33300,31850,32300,356630,-0.1545595054095827
2020-06-24,32700,32700,31600,32000,205435,-0.9287925696594427
2020-06-25,31550,34150,31300,33300,831132,4.0625
2020-06-26,34250,34700,32750,33300,473654,0.0
2020-06-29,32700,39300,32350,37000,2706714,11.11111111111111
2020-06-30,36800,40800,36200,39050,2661393,5.540540540540541
