날짜,시가,고가,저가,종가,거래량,등락률
2022-01-03,11084,11157,10891,11061,38458,0.4358485426314356
2022-01-04,11109,11471,11036,11182,37234,1.0939336407196456
2022-01-05,11206,11206,10625,10892,54986,-2.593453764979431
2022-01-06,10625,10939,10552,10698,16552,-1.7811237605582078
2022-01-07,10721,10818,10504,10722,7512,0.2243409983174425
2022-01-10,10552,10649,10262,10577,15660,-1.3523596343965678
2022-01-11,10551,10576,10092,10359,16474,-2.0610759194478585
2022-01-12,10383,10745,10383,10722,13532,3.504199247031567
2022-01-13,10746,10842,10552,10650,13444,-0.6715165081141579
2022-01-14,10625,10818,9996,10698,17554,0.4507042253521127
2022-01-17,10794,11060,10697,10843,22524,1.355393531501215
2022-01-18,10770,10939,10698,10819,11168,-0.22134095729964032
2022-01-19,10650,10795,10529,10747,19760,-0.6654958868656993
2022-01-20,10576,10963,10358,10964,40732,2.0191681399460313
2022-01-21,10891,10891,10528,10650,23272,-2.86391827800073
2022-01-24,10577,10577,10141,10263,14906,-3.633802816901408
2022-01-25,10358,10358,9754,9972,28286,-2.835428237357498
2022-01-26,9778,10019,9778,9972,15134,0.0
2022-01-27,10019,10019,9197,9633,39472,-3.3995186522262335
2022-01-28,9439,9777,9245,9633,25928,0.0
