날짜,시가,고가,저가,종가,거래량,등락률
2017-08-01,12400,12500,12050,12500,4417,2.0408163265306123
2017-08-02,12500,12900,12300,12350,9888,-1.2
2017-08-03,12450,12450,11850,12000,9575,-2.834008097165992
2017-08-04,12300,13400,12050,12800,80115,6.666666666666667
2017-08-07,12900,13700,12700,12800,47943,0.0
2017-08-08,12900,13050,12650,12750,11956,-0.390625
2017-08-09,12850,12850,12500,12550,6533,-1.5686274509803921
2017-08-10,12650,12650,12100,12200,13893,-2.788844621513944
2017-08-11,12000,12850,11850,12550,13780,2.8688524590163933
2017-08-14,12550,12700,11700,11800,27925,-5.9760956175298805
2017-08-16,11850,12200,11800,12000,23954,1.694915254237288
2017-08-17,14450,15600,13850,15600,444734,30.0
2017-08-18,16200,18950,13950,13950,1322258,-10.576923076923077
2017-08-21,13800,14350,13550,13700,202443,-1.7921146953405016
2017-08-22,13650,13800,13100,13300,123501,-2.9197080291970803
2017-08-23,13100,13600,13000,13200,89959,-0.7518796992481203
2017-08-24,13200,13500,12950,12950,69303,-1.893939393939394
2017-08-25,12950,13050,12700,12900,45844,-0.3861003861003861
2017-08-28,12850,12950,12350,12350,37750,-4.263565891472868
2017-08-29,12500,12700,12350,12700,38605,2.834008097165992
2017-08-30,12750,12950,12550,12600,23970,-0.7874015748031495
2017-08-31,12650,12650,12200,12500,23048,-0.7936507936507936
