날짜,시가,고가,저가,종가,거래량,등락률
2023-09-01,9670,9790,9660,9770,2739,0.10245901639344263
2023-09-04,9770,11000,9740,9880,42091,1.1258955987717503
2023-09-05,9900,10900,9810,10040,51758,1.6194331983805668
2023-09-06,10010,10170,9930,10000,13867,-0.398406374501992
2023-09-07,9920,10040,9850,9850,7028,-1.5
2023-09-08,9790,10360,9790,10120,11405,2.7411167512690358
2023-09-11,10120,12270,9880,11360,422406,12.25296442687747
2023-09-12,11260,11920,10190,10290,103593,-9.419014084507042
2023-09-13,10350,10420,10010,10400,13500,1.0689990281827018
2023-09-14,10400,10490,10140,10380,8073,-0.19230769230769232
2023-09-15,10480,10560,10120,10230,20139,-1.4450867052023122
2023-09-18,10150,10260,10120,10220,3670,-0.09775171065493646
2023-09-19,10110,10120,9870,9990,15177,-2.2504892367906066
2023-09-20,10110,10190,9590,9810,19441,-1.8018018018018018
2023-09-21,9700,9800,9270,9340,10728,-4.791029561671763
2023-09-22,9290,9440,9100,9250,5271,-0.9635974304068522
2023-09-25,9250,9260,8930,9100,6024,-1.6216216216216217
2023-09-26,9250,9250,8960,9210,5692,1.208791208791209
2023-09-27,9200,9300,8960,9300,3633,0.9771986970684038
