날짜,시가,고가,저가,종가,거래량,등락률
2023-12-01,9600,9780,9510,9700,6403,0.10319917440660474
2023-12-04,9710,9760,9530,9570,7894,-1.3402061855670102
2023-12-05,9490,9580,9340,9480,3273,-0.9404388714733543
2023-12-06,9480,9650,9360,9510,965,0.31645569620253167
2023-12-07,9520,9600,9460,9540,1070,0.31545741324921134
2023-12-08,9540,10480,9400,9990,23131,4.716981132075472
2023-12-11,9790,10530,9770,10400,47427,4.1041041041041035
2023-12-12,10390,10470,10000,10370,15721,-0.2884615384615385
2023-12-13,10400,10450,10060,10310,4906,-0.5785920925747349
2023-12-14,10370,10580,10140,10250,9051,-0.5819592628516004
2023-12-15,10230,10550,9700,10250,8251,0.0
2023-12-18,10250,10290,10040,10190,1665,-0.5853658536585366
2023-12-19,10050,10330,9900,10050,1997,-1.3738959764474974
2023-12-20,9940,10130,9840,10030,3209,-0.1990049751243781
2023-12-21,9930,10200,9830,9990,4889,-0.3988035892323031
2023-12-22,9890,9940,9810,9900,1443,-0.9009009009009009
2023-12-26,9840,9990,9830,9890,1052,-0.10101010101010101
2023-12-27,9890,10000,9820,9900,3208,0.10111223458038424
2023-12-28,9980,10200,9910,10200,8619,3.0303030303030303
