날짜,시가,고가,저가,종가,거래량,등락률
2022-12-01,11600,12100,11500,11550,3053,0.8733624454148471
2022-12-02,11600,11700,11150,11400,2861,-1.2987012987012987
2022-12-05,11200,11500,11200,11350,673,-0.43859649122807015
2022-12-06,11250,11450,11200,11250,333,-0.881057268722467
2022-12-07,11100,11200,10800,11200,1467,-0.4444444444444444
2022-12-08,11150,11150,10900,11100,240,-0.8928571428571428
2022-12-09,11000,11150,10850,11000,343,-0.9009009009009009
2022-12-12,10800,11150,10800,11100,584,0.9090909090909091
2022-12-13,11000,11100,10700,10800,1363,-2.7027027027027026
2022-12-14,11000,11000,10600,10750,1719,-0.4629629629629629
2022-12-15,10900,10950,10600,10650,2238,-0.9302325581395349
2022-12-16,10550,11400,10550,11200,933,5.164319248826291
2022-12-19,10950,11050,10900,11000,2296,-1.7857142857142856
2022-12-20,11000,11000,10500,10850,1423,-1.3636363636363635
2022-12-21,10850,10850,10400,10400,2180,-4.147465437788019
2022-12-22,10400,10600,10400,10550,48,1.4423076923076923
2022-12-23,10350,10500,10000,10350,2220,-1.8957345971563981
2022-12-26,10050,10400,10000,10000,3602,-3.3816425120772946
2022-12-27,10000,10300,9930,10000,1624,0.0
2022-12-28,9900,10200,9900,10050,1173,0.5
2022-12-29,10050,10100,9660,9980,4595,-0.6965174129353234
