날짜,시가,고가,저가,종가,거래량,등락률
2022-08-01,9250,9300,9110,9270,2116,0.21621621621621623
2022-08-02,9270,9270,9070,9190,1522,-0.8629989212513484
2022-08-03,9200,9490,9100,9210,1769,0.2176278563656148
2022-08-04,9300,9310,9150,9230,236,0.21715526601520088
2022-08-05,9230,9390,9230,9290,457,0.6500541711809318
2022-08-08,9290,9290,9240,9280,1614,-0.1076426264800861
2022-08-09,9280,9300,9130,9270,221,-0.10775862068965517
2022-08-10,9270,9270,9120,9200,1275,-0.7551240560949299
2022-08-11,9250,9310,9150,9270,942,0.7608695652173914
2022-08-12,9330,9330,9280,9290,216,0.2157497303128371
2022-08-16,9160,9230,9080,9150,2964,-1.5069967707212055
2022-08-17,9150,9240,9130,9130,686,-0.2185792349726776
2022-08-18,9100,9270,9100,9190,1046,0.6571741511500547
2022-08-19,9060,9230,8950,9210,3002,0.2176278563656148
2022-08-22,9010,9190,9010,9150,231,-0.6514657980456027
2022-08-23,9150,9150,9000,9140,454,-0.1092896174863388
2022-08-24,9020,9140,9000,9110,721,-0.3282275711159737
2022-08-25,9100,9120,8930,9120,3304,0.10976948408342481
2022-08-26,9150,9150,8950,8970,2575,-1.644736842105263
2022-08-29,8970,8980,8880,8880,1520,-1.0033444816053512
2022-08-30,8880,9050,8880,9000,1786,1.3513513513513513
2022-08-31,9000,9100,8860,9040,2005,0.4444444444444444
