날짜,시가,고가,저가,종가,거래량,등락률
2023-09-01,129600,136200,129600,132700,2794,2.471042471042471
2023-09-04,134700,134700,132200,133800,1073,0.8289374529012812
2023-09-05,133900,134400,132600,133800,818,0.0
2023-09-06,132000,134500,130100,132700,2170,-0.8221225710014948
2023-09-07,132500,133500,130900,131100,355,-1.2057272042200453
2023-09-08,130100,131400,129700,130800,697,-0.2288329519450801
2023-09-11,130900,131500,130000,130800,1008,0.0
2023-09-12,130800,132400,129800,130000,520,-0.6116207951070336
2023-09-13,129200,131300,128800,130000,625,0.0
2023-09-14,129800,130900,129700,130000,633,0.0
2023-09-15,130000,132100,128500,132000,1550,1.5384615384615385
2023-09-18,132900,133100,131000,131600,506,-0.30303030303030304
2023-09-19,131600,131800,130900,131000,421,-0.4559270516717325
2023-09-20,131000,132700,131000,132200,632,0.9160305343511451
2023-09-21,133000,133000,131100,131300,580,-0.680786686838124
2023-09-22,130900,131200,129500,130500,949,-0.6092916984006093
2023-09-25,130500,130500,129400,129600,696,-0.6896551724137931
2023-09-26,129200,129900,127700,128500,778,-0.8487654320987654
2023-09-27,127800,128400,126900,128400,952,-0.07782101167315175
