날짜,시가,고가,저가,종가,거래량,등락률
2020-02-03,9519,9625,9296,9480,16309,-1.7107309486780715
2020-02-04,9528,10351,9528,9664,69483,1.9409282700421944
2020-02-05,9819,10109,9673,9771,37353,1.1072019867549667
2020-02-06,9819,10060,9673,9867,19296,0.9824992324224747
2020-02-07,9867,9964,9673,9771,27577,-0.972940103374886
2020-02-10,9770,9867,9673,9771,18406,0.0
2020-02-11,9867,10689,9819,9916,142765,1.4839832156381128
2020-02-12,10060,10060,9819,9819,30756,-0.9782170229931424
2020-02-13,9819,9964,9722,9819,20043,0.0
2020-02-14,9819,10109,9673,9771,45347,-0.488848151542927
2020-02-17,9722,9867,9722,9722,16812,-0.5014839832156381
2020-02-18,9722,9867,9586,9635,18402,-0.8948775972022217
2020-02-19,9722,9770,9335,9558,20337,-0.7991696938245979
2020-02-20,9635,10254,9383,10013,124817,4.760410127641766
2020-02-21,9673,9915,9490,9664,40302,-3.4854688904424247
2020-02-24,9286,9383,8909,8910,28483,-7.802152317880795
2020-02-25,8909,9354,8803,8929,16692,0.2132435465768799
2020-02-26,8677,8909,8619,8774,7404,-1.735916675999552
2020-02-27,8900,8900,8280,8281,10687,-5.6188739457488035
2020-02-28,8019,8155,7710,7710,15885,-6.895302499698104
