날짜,시가,고가,저가,종가,거래량,등락률
2017-01-02,16900,16900,16750,16800,17587,0.0
2017-01-03,16950,17100,16750,17050,142967,1.488095238095238
2017-01-04,17050,17500,16900,17400,301221,2.0527859237536656
2017-01-05,17400,17450,17250,17250,67641,-0.8620689655172413
2017-01-06,17250,17250,17050,17150,56874,-0.5797101449275363
2017-01-09,17150,17200,16950,17100,56264,-0.2915451895043732
2017-01-10,17000,17500,16950,17350,165919,1.461988304093567
2017-01-11,17350,17400,16950,17200,109253,-0.8645533141210375
2017-01-12,17200,17250,16950,17150,137042,-0.29069767441860467
2017-01-13,17150,17200,17000,17100,71516,-0.2915451895043732
2017-01-16,17100,17100,16850,17050,61182,-0.29239766081871343
2017-01-17,17000,17300,16900,17050,107445,0.0
2017-01-18,16950,17100,16850,16850,89806,-1.1730205278592376
2017-01-19,16950,16950,16850,16850,76614,0.0
2017-01-20,16900,16950,16600,16650,196185,-1.1869436201780417
2017-01-23,16800,17000,16650,16900,68615,1.5015015015015014
2017-01-24,16750,16850,16700,16700,52113,-1.183431952662722
2017-01-25,16850,16850,16500,16650,56534,-0.29940119760479045
2017-01-26,16700,16700,16500,16650,51226,0.0
2017-01-31,16650,16700,16450,16600,48461,-0.3003003003003003
