날짜,시가,고가,저가,종가,거래량,등락률
2021-04-01,18450,18550,18000,18400,10999,0.2724795640326975
2021-04-02,18400,18450,18150,18350,4828,-0.2717391304347826
2021-04-05,18400,18450,18100,18200,7207,-0.8174386920980926
2021-04-06,18350,18350,17700,17900,11001,-1.6483516483516485
2021-04-07,18000,18150,17750,17950,6470,0.27932960893854747
2021-04-08,18000,18300,17950,18150,9736,1.1142061281337048
2021-04-09,18300,18900,18150,18650,24988,2.7548209366391188
2021-04-12,18900,18900,18300,18400,7833,-1.3404825737265416
2021-04-13,18450,18700,18200,18550,10054,0.8152173913043478
2021-04-14,18350,18650,18250,18500,5091,-0.2695417789757413
2021-04-15,18550,18600,18200,18350,4453,-0.8108108108108109
2021-04-16,18500,18600,18200,18450,4998,0.544959128065395
2021-04-19,18500,18500,18100,18450,7702,0.0
2021-04-20,18500,18650,18300,18450,6977,0.0
2021-04-21,18600,21550,18600,19200,218436,4.0650406504065035
2021-04-22,19250,19550,19000,19150,26722,-0.26041666666666663
2021-04-23,19200,19200,18800,19000,15589,-0.7832898172323759
2021-04-26,18950,19200,18600,18650,16359,-1.8421052631578945
2021-04-27,18650,18800,18450,18600,10329,-0.2680965147453083
2021-04-28,18450,18700,18000,18050,31948,-2.956989247311828
2021-04-29,18150,18400,17850,18100,17691,0.2770083102493075
2021-04-30,18150,18500,17950,18250,10201,0.8287292817679558
