날짜,시가,고가,저가,종가,거래량,등락률
2023-07-03,10800,11300,10350,10560,9223,0.5714285714285714
2023-07-04,10500,10560,10400,10400,1348,-1.5151515151515151
2023-07-05,10350,10370,10090,10120,4120,-2.6923076923076925
2023-07-06,10190,10190,9950,9950,3204,-1.6798418972332017
2023-07-07,10000,10010,9820,9830,3062,-1.2060301507537687
2023-07-10,9950,10000,9780,9800,5574,-0.3051881993896236
2023-07-11,9810,9910,9810,9810,1983,0.10204081632653061
2023-07-12,9880,9900,9750,9820,1094,0.10193679918450561
2023-07-13,9820,9930,9800,9830,3772,0.10183299389002036
2023-07-14,9960,10020,9790,9800,2879,-0.3051881993896236
2023-07-17,9830,9830,9740,9740,2070,-0.6122448979591837
2023-07-18,9750,9840,9500,9530,5806,-2.1560574948665296
2023-07-19,9530,9600,9000,9000,6037,-5.561385099685205
2023-07-20,9020,9450,9000,9190,7905,2.111111111111111
2023-07-21,9290,9290,9140,9160,679,-0.3264417845484222
2023-07-24,9150,9300,8830,9160,8100,0.0
2023-07-25,9160,9160,8970,8970,5657,-2.074235807860262
2023-07-26,8980,9020,8230,8420,4533,-6.131549609810479
2023-07-27,8490,8490,8140,8240,13152,-2.137767220902613
2023-07-28,8320,8430,8240,8430,2084,2.3058252427184467
2023-07-31,8430,10780,8430,9300,69812,10.320284697508896
