날짜,시가,고가,저가,종가,거래량,등락률
2017-08-01,20000,20200,19750,20200,108053,1.0
2017-08-02,20250,20250,19950,20100,117722,-0.49504950495049505
2017-08-03,20100,20200,19600,19900,89144,-0.9950248756218906
2017-08-04,19900,20000,19600,19950,104431,0.25125628140703515
2017-08-07,20000,20350,19900,20200,112707,1.2531328320802004
2017-08-08,20250,20450,20200,20350,99250,0.7425742574257426
2017-08-09,20100,20350,20000,20250,92096,-0.4914004914004914
2017-08-10,20250,20250,19750,20200,111166,-0.24691358024691357
2017-08-11,19900,20200,19800,20150,148278,-0.24752475247524752
2017-08-14,20300,20350,20000,20150,76291,0.0
2017-08-16,20150,20700,20100,20400,135717,1.240694789081886
2017-08-17,20450,20550,20300,20500,55104,0.49019607843137253
2017-08-18,20450,20550,20250,20500,54746,0.0
2017-08-21,20500,20500,20150,20400,33386,-0.4878048780487805
2017-08-22,20400,20800,20400,20700,93041,1.4705882352941175
2017-08-23,20700,20750,20400,20750,71916,0.24154589371980675
2017-08-24,20600,20750,20300,20400,76306,-1.6867469879518073
2017-08-25,20200,20200,19700,19800,278338,-2.941176470588235
2017-08-28,19700,19900,19700,19850,54210,0.25252525252525254
2017-08-29,19900,19900,19550,19850,59830,0.0
2017-08-30,19900,19900,19650,19750,76397,-0.5037783375314862
2017-08-31,19750,20250,19750,20100,289581,1.7721518987341773
