날짜,시가,고가,저가,종가,거래량,등락률
2022-05-02,14550,14800,14200,14800,20573,-0.33670033670033667
2022-05-03,14800,15300,14650,14650,26382,-1.0135135135135136
2022-05-04,14750,15100,14500,15100,17914,3.0716723549488054
2022-05-06,16000,18300,15550,15750,882123,4.304635761589404
2022-05-09,16100,16200,15350,15500,72748,-1.5873015873015872
2022-05-10,15100,16150,14950,15300,47211,-1.2903225806451613
2022-05-11,15150,16300,15150,15850,71078,3.594771241830065
2022-05-12,15750,15800,14950,14950,27185,-5.678233438485805
2022-05-13,15100,15550,15050,15250,14642,2.0066889632107023
2022-05-16,15150,15300,14900,15050,13409,-1.3114754098360655
2022-05-17,15050,15300,15000,15050,11694,0.0
2022-05-18,15100,15300,14800,15150,9807,0.6644518272425249
2022-05-19,14850,15300,14700,14800,12460,-2.31023102310231
2022-05-20,14950,15550,14850,15150,21623,2.364864864864865
2022-05-23,15200,16700,15000,15350,52625,1.3201320132013201
2022-05-24,15300,15800,15100,15300,26048,-0.32573289902280134
2022-05-25,15550,15550,15000,15000,17735,-1.9607843137254901
2022-05-26,15000,15300,14950,15100,9252,0.6666666666666667
2022-05-27,15200,15700,14850,15150,41502,0.33112582781456956
2022-05-30,15800,15900,15100,15300,15432,0.9900990099009901
2022-05-31,15400,15900,15250,15800,18342,3.2679738562091507
