날짜,시가,고가,저가,종가,거래량,등락률
2019-11-01,30207,35241,28416,32918,496435,18.26118196515179
2019-11-04,34176,35629,27447,27448,359431,-16.617048423355
2019-11-05,26237,26673,21445,22268,301537,-18.872048965316235
2019-11-06,22074,25075,20670,23236,313936,4.347045087120532
2019-11-07,22800,22800,19605,20671,141094,-11.038905147185401
2019-11-08,20138,22122,19605,20187,155588,-2.341444535823134
2019-11-11,19992,21687,19169,19218,114391,-4.80011888839352
2019-11-12,19799,19847,17524,18105,77073,-5.791445519825164
2019-11-13,18105,18734,17282,18057,62474,-0.2651201325600663
2019-11-14,18056,18298,17282,18008,53234,-0.2713629063521072
2019-11-15,19266,20428,17911,18976,216443,5.375388716126166
2019-11-18,19557,19750,18056,18444,70923,-2.8035413153457
2019-11-19,17620,18685,17040,17476,58932,-5.24831923660811
2019-11-20,16991,17572,16362,16459,29776,-5.819409475852598
2019-11-21,16555,16749,15200,15394,33269,-6.470623974725075
2019-11-22,15055,15394,14571,15152,23194,-1.5720410549564765
2019-11-25,15442,16217,15055,15733,16602,3.8344772967265044
2019-11-26,15490,15636,14813,15249,14927,-3.0763363630585396
2019-11-27,15248,16168,14522,16023,22135,5.0757426716506
2019-11-28,15781,15975,14958,14958,17949,-6.646695375397865
2019-11-29,14910,15200,13457,14087,16852,-5.822970985425859
