날짜,시가,고가,저가,종가,거래량,등락률
2022-10-04,10050,10300,9840,10200,5323,1.4925373134328357
2022-10-05,10400,10600,9800,9970,6101,-2.2549019607843137
2022-10-06,9780,10200,9780,10200,6688,2.3069207622868606
2022-10-07,10200,10600,9900,10300,5115,0.9803921568627451
2022-10-11,10000,10150,9800,9960,1719,-3.300970873786408
2022-10-12,9420,9690,9170,9540,25285,-4.216867469879518
2022-10-13,8900,9380,8830,8840,12074,-7.337526205450734
2022-10-14,9120,9300,8880,9140,4634,3.3936651583710407
2022-10-17,9130,9770,8690,9320,4930,1.9693654266958425
2022-10-18,9410,9600,9120,9580,2976,2.7896995708154506
2022-10-19,9640,10600,9640,9790,66319,2.1920668058455117
2022-10-20,9790,10200,9570,9830,16658,0.40858018386108275
2022-10-21,9840,9840,9550,9700,1873,-1.3224821973550356
2022-10-24,9830,9850,9580,9680,6371,-0.2061855670103093
2022-10-25,9740,9740,9590,9690,2148,0.10330578512396695
2022-10-26,9720,9720,9380,9380,2304,-3.199174406604747
2022-10-27,9360,9640,9360,9430,1698,0.5330490405117271
2022-10-28,9430,9850,9430,9530,4865,1.0604453870625663
2022-10-31,9550,9550,9220,9220,6078,-3.2528856243441764
