날짜,시가,고가,저가,종가,거래량,등락률
2019-07-01,16999,16999,16758,16897,6142,0.8234381526344055
2019-07-02,16896,17068,16655,16793,9803,-0.6154938746523051
2019-07-03,17103,17206,16689,16828,3941,0.20842017507294708
2019-07-04,16965,16965,16551,16828,4053,0.0
2019-07-05,16827,16827,16551,16586,10014,-1.4380793914903731
2019-07-08,16551,16827,16379,16552,8646,-0.20499216206439166
2019-07-09,16517,16827,16137,16759,11087,1.25060415659739
2019-07-10,16344,16827,16310,16828,6544,0.4117190763172027
2019-07-11,16896,17931,16482,16793,55741,-0.20798668885191346
2019-07-12,16655,16896,16482,16724,12756,-0.41088548800095276
2019-07-15,16724,16724,16344,16655,6308,-0.41258072231523557
2019-07-16,16655,16827,16275,16655,15280,0.0
2019-07-17,16620,16620,16206,16517,6653,-0.828580006004203
2019-07-18,16206,16517,16103,16276,2168,-1.4591027426288066
2019-07-19,16206,16413,16137,16414,10098,0.8478741705578767
2019-07-22,16586,16586,16103,16207,1705,-1.2611185573291093
2019-07-23,15965,16379,15965,16310,2519,0.6355278583328191
2019-07-24,16310,16413,15965,16034,1657,-1.6922133660331085
2019-07-25,16310,16310,15586,15966,6212,-0.4240987900710989
2019-07-26,15965,16068,15517,16069,5858,0.6451208818739822
2019-07-29,16379,16379,15034,15034,10165,-6.440973302632398
2019-07-30,15172,15172,14827,15103,4415,0.4589596913662365
2019-07-31,15103,15172,14724,14759,2726,-2.2776931735416803
