날짜,시가,고가,저가,종가,거래량,등락률
2022-04-01,34750,35950,34350,35900,11113,3.3093525179856114
2022-04-04,35950,37000,35950,36450,6434,1.532033426183844
2022-04-05,36500,36500,35650,36250,1643,-0.5486968449931412
2022-04-06,36850,37000,36450,36900,10290,1.7931034482758619
2022-04-07,36300,36850,35600,35600,3057,-3.523035230352303
2022-04-08,35500,35850,34900,34900,1799,-1.9662921348314606
2022-04-11,35850,35850,34850,35250,3522,1.002865329512894
2022-04-12,35250,35700,34900,35700,5377,1.276595744680851
2022-04-13,35800,36300,35700,36300,1436,1.680672268907563
2022-04-14,36500,36650,36250,36600,5116,0.8264462809917356
2022-04-15,36600,36700,36150,36650,4553,0.1366120218579235
2022-04-18,36650,37800,36600,37350,12873,1.9099590723055935
2022-04-19,37350,37800,36700,37200,1251,-0.4016064257028112
2022-04-20,37200,37350,36700,36950,812,-0.6720430107526881
2022-04-21,36950,37200,36800,36900,366,-0.13531799729364005
2022-04-22,36700,36900,36500,36800,766,-0.27100271002710025
2022-04-25,36750,36750,35550,36150,4462,-1.766304347826087
2022-04-26,36150,36850,35600,36800,8027,1.7980636237897647
2022-04-27,36600,36650,35700,36600,1666,-0.5434782608695652
2022-04-28,37000,38400,36600,38200,25503,4.371584699453552
2022-04-29,38500,38750,37500,38350,11036,0.3926701570680628
